date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2/4/2015 17:51,23.18,27.272,426,721.25,0.004792988,1
2/4/2015 17:51,23.15,27.2675,429.5,714,0.004783441,1
2/4/2015 17:53,23.15,27.245,426,713.5,0.004779464,1
2/4/2015 17:54,23.15,27.2,426,708.25,0.004771509,1
2/4/2015 17:55,23.1,27.2,426,704.5,0.004756993,1
2/4/2015 17:55,23.1,27.2,419,701,0.004756993,1
2/4/2015 17:57,23.1,27.2,419,701.6666667,0.004756993,1
2/4/2015 17:57,23.1,27.2,419,699,0.004756993,1
2/4/2015 17:58,23.1,27.2,419,689.3333333,0.004756993,1
2/4/2015 18:00,23.075,27.175,419,688,0.004745351,1
2/4/2015 18:01,23.075,27.15,419,690.25,0.004740952,1
2/4/2015 18:02,23.1,27.1,419,691,0.004739371,1
2/4/2015 18:03,23.1,27.16666667,419,683.5,0.004751119,1
2/4/2015 18:04,23.05,27.15,419,687.5,0.004733732,1
2/4/2015 18:04,23,27.125,419,686,0.004714942,1
2/4/2015 18:06,23,27.125,418.5,680.5,0.004714942,1
2/4/2015 18:07,23,27.2,0,681.5,0.004728078,0
2/4/2015 18:08,22.945,27.29,0,685,0.004727951,0
2/4/2015 18:08,22.945,27.39,0,685,0.004745408,0
2/4/2015 18:10,22.89,27.39,0,689,0.004729506,0
2/4/2015 18:10,22.89,27.39,0,689.5,0.004729506,0
2/4/2015 18:11,22.89,27.39,0,689,0.004729506,0
2/4/2015 18:13,22.89,27.445,0,691,0.004739076,0
2/4/2015 18:14,22.89,27.5,0,688,0.004748645,0
2/4/2015 18:15,22.89,27.5,0,689.5,0.004748645,0
2/4/2015 18:16,22.79,27.445,0,689,0.004710224,0
2/4/2015 18:16,22.79,27.5,0,685.6666667,0.004719735,0
2/4/2015 18:17,22.79,27.5,0,687,0.004719735,0
2/4/2015 18:19,22.79,27.5,0,688,0.004719735,0
2/4/2015 18:20,22.745,27.5,0,670,0.004706776,0
2/4/2015 18:21,22.7,27.46333333,0,668.6666667,0.004687543,0
2/4/2015 18:22,22.7,27.5,0,670,0.004693849,0
2/4/2015 18:23,22.7,27.5,0,667,0.004693849,0
2/4/2015 18:23,22.66666667,27.42666667,0,664.5,0.004671708,0
2/4/2015 18:24,22.7,27.6,0,670,0.004711047,0
2/4/2015 18:26,22.6,27.42666667,0,670.3333333,0.004652699,0
2/4/2015 18:27,22.6,27.39,0,672,0.004646433,0
2/4/2015 18:28,22.6,27.35666667,0,658,0.004640736,0
2/4/2015 18:29,22.6,27.445,0,660.5,0.004655833,0
2/4/2015 18:29,22.6,27.42666667,0,658,0.004652699,0
2/4/2015 18:30,22.6,27.445,0,655,0.004655833,0
2/4/2015 18:32,22.6,27.445,0,654.25,0.004655833,0
2/4/2015 18:33,22.6,27.39,0,648,0.004646433,0
2/4/2015 18:34,22.5,27.32333333,0,648.6666667,0.004606763,0
2/4/2015 18:35,22.5,27.445,0,646,0.004627429,0
2/4/2015 18:36,22.5,27.5,0,646,0.004636772,0
2/4/2015 18:36,22.5,27.445,0,641.5,0.004627429,0
2/4/2015 18:38,22.39,27.29,0,639,0.004570212,0
2/4/2015 18:39,22.5,27.5,0,640,0.004636772,0
2/4/2015 18:40,22.39,27.34,0,630.5,0.004578647,0
2/4/2015 18:40,22.39,27.35666667,0,629.3333333,0.004581459,0
2/4/2015 18:42,22.39,27.5,0,632,0.004605641,0
2/4/2015 18:42,22.39,27.5,0,636.5,0.004605641,0
2/4/2015 18:43,22.39,27.5,0,627.5,0.004605641,0
2/4/2015 18:45,22.39,27.39,0,626,0.004587082,0
2/4/2015 18:46,22.39,27.5,0,625.5,0.004605641,0
2/4/2015 18:47,22.34,27.39,0,623.5,0.00457305,0
2/4/2015 18:48,22.39,27.46333333,0,624.6666667,0.004599455,0
2/4/2015 18:49,22.39,27.39,0,622,0.004587082,0
2/4/2015 18:49,22.29,27.39,0,621,0.004559056,0
2/4/2015 18:51,22.34,27.39,0,626.5,0.00457305,0
2/4/2015 18:52,22.29,27.39,0,622,0.004559056,0
2/4/2015 18:53,22.39,27.39,0,620,0.004587082,0
2/4/2015 18:53,22.29,27.39,0,621.5,0.004559056,0
