date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2/11/2015 14:48,21.76,31.13333333,437.3333333,1029.666667,0.005021011,1
2/11/2015 14:49,21.79,31,437.3333333,1000,0.005008581,1
2/11/2015 14:50,21.7675,31.1225,434,1003.75,0.005021569,1
2/11/2015 14:51,21.7675,31.1225,439,1009.5,0.005021569,1
2/11/2015 14:51,21.79,31.13333333,437.3333333,1005.666667,0.005030298,1
2/11/2015 14:53,21.76,31.26,437.3333333,1014.333333,0.005041605,1
2/11/2015 14:54,21.79,31.1975,434,1018.5,0.005040749,1
2/11/2015 14:55,21.79,31.39333333,437.3333333,1018.666667,0.005072649,1
2/11/2015 14:55,21.79,31.3175,434,1022,0.005060296,1
2/11/2015 14:57,21.79,31.46333333,437.3333333,1027.333333,0.005084053,1
2/11/2015 14:57,21.79,31.525,437.75,1047.75,0.005094099,1
2/11/2015 14:58,21.79,31.575,441.75,1049,0.005102244,1
2/11/2015 15:00,21.79,31.395,442,1061.5,0.005072921,1
2/11/2015 15:01,21.79,31.3925,441.75,1049,0.005072514,1
2/11/2015 15:02,21.79,31.5,441.5,1048,0.005090026,1
2/11/2015 15:03,21.815,31.5,438,1049.25,0.005097869,1
2/11/2015 15:04,21.815,31.4725,449.5,1051.25,0.005093382,1
2/11/2015 15:04,21.89,31.6,449.5,1060.5,0.005137857,1
2/11/2015 15:06,21.79,31.55,449.5,1059.5,0.005098172,1
2/11/2015 15:07,21.82333333,31.73,447.6666667,1072,0.005138035,1
2/11/2015 15:08,21.865,31.7225,449.5,1072.333333,0.005150007,1
2/11/2015 15:08,21.89,31.745,449.5,1075.333333,0.005161628,1
2/11/2015 15:10,21.89,31.7675,449.5,1087,0.005165317,1
2/11/2015 15:10,21.89,31.7675,437.75,1083.25,0.005165317,1
2/11/2015 15:11,21.89,31.79,442.6666667,1086.333333,0.005169006,1
2/11/2015 15:13,21.89,31.79,437.3333333,1091,0.005169006,1
2/11/2015 15:14,21.89,31.89,439,1100,0.005185401,1
